0,0,0,255,255,0,43,0,255,255,0,255,255,0,255,255,255,0
255,255,0,255,0,0,255,255,255,255,255,0,255,0,255,0,255,0
255,255,255,0,0,255,255,255,255,0,255,0,255,0,255,0,255,0
255,255,255,255,0,255,255,255,0,0,255,0,0,0,255,0,0,0
255,255,255,255,255,255,255,0,0,0,0,255,255,0,255,255,255,255
0,0,0,0,0,0,0,255,0,255,0,0,0,0,0,0,0,255
255,255,0,255,255,255,255,0,0,0,0,0,255,0,0,255,0,255
0,0,0,255,255,0,0,0,255,0,0,0,255,255,0,255,255,255
0,255,255,255,0,0,33,0,255,0,0,255,0,255,255,255,0,0
0,255,255,255,255,255,255,0,255,0,0,255,0,255,255,255,0,0
0,0,0,255,255,0,255,0,255,255,0,0,0,255,0,255,0,255
0,255,0,255,255,0,255,255,0,255,255,255,255,255,0,0,0,255
0,0,0,0,0,255,0,255,255,255,0,0,255,255,0,255,0,0
0,255,0,255,255,255,255,0,0,255,255,0,0,0,255,255,255,255
0,255,255,255,255,255,0,255,0,0,255,0,0,0,255,0,0,0
0,0,0,0,0,255,255,255,0,0,255,255,0,0,255,0,255,0
0,255,255,255,0,0,255,255,255,255,0,0,0,0,255,0,255,0
255,255,0,255,0,0,255,0,255,255,0,0,0,255,255,0,255,0
