0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,34,141,190,207,207,190,141,34,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,162,242,228,193,169,169,193,228,242,162,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,61,216,218,119,51,51,51,51,51,51,119,218,216,61,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,61,225,175,51,51,51,51,51,51,51,51,51,51,175,225,61,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,214,160,51,51,51,51,51,51,51,51,51,51,51,51,160,214,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,165,190,51,51,51,51,51,55,65,65,55,51,51,51,51,51,190,165,0,0,0,0,0,0,0
0,0,0,0,0,0,49,219,62,51,51,51,51,59,75,76,76,75,59,51,51,51,51,62,219,49,0,0,0,0,0,0
0,0,0,0,0,0,177,143,51,51,51,51,52,74,76,76,76,76,74,52,51,51,51,51,143,177,0,0,0,0,0,0
0,0,0,0,0,0,211,51,51,51,46,49,58,76,76,76,76,76,76,58,51,51,51,51,51,211,0,0,0,0,0,0
0,0,0,0,0,120,172,51,51,44,0,5,54,76,76,76,76,76,76,62,51,51,51,51,51,172,120,0,0,0,0,0
0,0,0,0,0,182,99,51,51,31,0,0,15,71,76,76,76,76,76,56,29,42,51,51,51,99,182,0,0,0,0,0
0,0,0,0,0,194,51,51,51,29,0,0,0,43,76,76,76,76,73,24,0,25,51,51,51,51,194,0,0,0,0,0
0,0,0,0,0,190,51,51,51,29,0,0,0,5,67,80,80,74,46,0,0,23,51,51,51,51,190,0,0,0,0,0
0,0,0,0,0,185,51,51,51,35,0,0,0,0,30,79,79,53,20,0,0,27,51,51,51,51,185,0,0,0,0,0
0,0,0,0,0,190,51,51,51,43,0,0,0,0,3,51,53,46,0,0,0,36,51,51,51,51,190,0,0,0,0,0
0,0,0,0,0,190,51,51,51,50,3,0,0,0,0,45,53,36,0,0,0,46,51,51,51,51,190,0,0,0,0,0
0,0,0,0,0,180,51,51,51,51,27,0,0,0,0,56,69,28,0,0,17,51,51,51,51,51,180,0,0,0,0,0
0,0,0,0,0,174,51,51,51,51,44,0,0,0,0,35,55,23,0,0,39,51,51,51,51,51,174,0,0,0,0,0
0,0,0,0,0,173,51,51,51,51,51,23,0,0,0,29,51,25,0,24,51,51,51,51,51,51,173,0,0,0,0,0
0,0,0,0,0,171,51,51,51,51,51,46,5,0,0,32,51,43,29,50,51,51,51,51,51,51,171,0,0,0,0,0
0,0,0,0,0,120,136,51,51,51,51,51,41,5,0,45,51,51,51,51,51,51,51,51,51,136,120,0,0,0,0,0
0,0,0,0,0,0,174,51,51,51,51,51,51,49,46,51,51,51,51,51,51,51,51,51,51,174,0,0,0,0,0,0
0,0,0,0,0,0,162,71,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,71,162,0,0,0,0,0,0
0,0,0,0,0,0,49,168,51,51,51,51,51,51,51,51,52,51,51,51,51,51,51,51,168,49,0,0,0,0,0,0
0,0,0,0,0,0,0,156,109,51,51,51,51,51,68,64,67,59,51,51,51,51,51,109,156,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,183,79,51,51,51,51,51,51,54,53,51,51,51,51,79,183,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,61,179,79,51,51,51,51,51,51,51,51,51,51,79,179,61,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,61,186,114,51,51,51,51,51,51,51,51,114,186,61,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,155,182,127,51,51,51,51,127,182,155,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,34,141,177,172,172,177,141,34,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
