0,121,0,24,0,0,71,0,255,15,5,34,0,83,27,160,41,0,0,0,15,26,37,0,0,0,45,26,0,142,0,18
222,0,8,15,0,0,17,0,0,9,0,0,0,33,123,79,170,193,168,0,4,0,0,94,0,26,0,0,0,51,12,0
16,0,26,0,28,0,36,0,67,0,74,112,246,198,179,118,148,131,179,203,97,28,13,0,0,7,17,29,0,19,23,0
0,0,0,0,50,0,13,0,10,15,195,153,80,40,60,49,31,50,36,94,169,199,41,8,3,0,0,12,0,0,0,0
24,0,53,0,0,0,18,0,34,204,155,72,48,48,61,64,53,59,53,54,67,114,161,43,0,36,0,2,40,0,0,67
0,0,51,0,18,0,0,7,190,132,44,34,52,40,32,47,62,49,50,58,43,66,125,183,29,0,0,0,45,8,17,0
57,0,0,0,0,6,0,114,175,41,40,49,46,53,51,72,57,43,54,41,59,48,34,145,147,0,5,0,0,5,0,0
4,0,0,36,0,0,0,224,63,32,48,42,59,58,76,78,81,84,54,56,46,53,35,60,151,71,0,9,2,0,0,27
0,31,8,13,0,5,118,117,26,53,55,49,44,71,67,88,77,72,75,51,50,49,56,49,125,136,1,0,28,0,0,6
50,0,0,0,0,14,188,61,41,45,46,51,59,88,75,83,70,75,83,56,60,47,48,41,55,171,6,7,0,30,0,0
0,0,0,0,22,47,162,24,63,35,0,0,52,67,82,80,77,72,85,59,59,49,50,41,49,138,32,28,0,0,40,0
0,1,0,46,0,119,106,19,70,22,0,0,11,65,77,77,70,76,83,54,11,39,63,51,47,83,128,0,50,0,13,63
0,27,8,0,0,165,53,47,47,13,0,6,0,35,76,78,77,78,71,13,0,16,65,42,44,47,136,31,0,19,12,0
67,2,0,23,0,162,53,44,63,13,0,8,3,2,61,90,86,79,41,0,0,19,50,39,80,26,176,0,12,0,33,0
28,0,19,1,0,140,50,45,55,36,0,10,0,0,15,74,82,52,6,0,0,18,49,50,65,10,192,0,0,0,0,54
11,13,21,0,50,120,46,56,51,39,0,6,2,0,8,43,46,50,0,3,0,25,47,52,51,33,181,0,0,33,0,0
0,64,0,0,42,124,46,51,37,60,5,6,0,4,0,45,56,34,0,0,0,46,43,59,55,32,177,0,18,7,17,0
0,0,33,0,2,137,35,59,47,53,14,0,0,7,0,47,81,9,1,0,10,46,47,60,33,38,147,0,0,0,2,0
0,8,28,0,0,135,37,56,49,44,48,0,0,0,0,22,65,8,0,0,39,51,51,57,43,49,130,0,12,0,0,0
26,0,0,38,0,122,44,49,61,50,59,13,0,0,0,23,56,4,0,7,57,50,60,51,48,48,121,0,0,19,0,41
10,0,0,30,0,109,58,43,61,50,42,60,0,4,0,14,63,46,13,56,57,57,50,50,54,63,100,21,0,25,0,49
104,0,11,3,0,101,69,51,40,60,45,57,35,0,0,46,61,50,54,54,36,55,62,41,58,73,107,0,0,0,69,0
82,0,0,27,0,31,75,79,37,57,49,47,63,46,47,47,56,53,55,46,53,51,50,32,64,118,15,0,10,0,28,2
0,60,0,7,18,6,68,98,49,43,63,37,59,55,46,50,50,53,44,62,37,68,52,27,82,94,0,17,0,0,33,0
0,0,7,0,2,28,0,86,76,34,69,36,61,51,45,42,55,52,45,60,48,61,59,30,155,0,29,0,0,42,0,26
0,5,27,9,0,0,12,54,105,36,47,53,49,61,70,67,73,50,57,57,53,51,29,104,93,0,19,0,13,41,0,0
0,0,17,22,3,0,0,0,126,72,56,57,36,69,43,56,44,58,48,58,55,47,62,138,0,4,3,0,17,12,0,24
4,0,0,12,15,0,0,0,45,78,89,62,27,56,47,45,63,49,46,43,64,61,107,34,0,0,34,3,14,0,0,39
0,34,0,0,16,28,31,0,14,6,124,99,39,44,48,66,53,49,47,58,55,82,49,6,0,25,29,4,0,0,42,36
57,80,0,0,0,0,5,21,0,12,0,130,164,80,52,21,55,60,90,95,82,63,0,23,0,0,0,6,0,0,58,0
0,16,12,0,0,5,0,27,0,66,4,0,8,255,103,137,83,114,65,103,0,0,14,26,23,3,23,44,0,0,77,0
0,24,20,52,37,0,18,14,22,0,45,0,0,0,97,7,91,33,47,0,0,28,55,77,0,0,16,10,0,82,59,0
